vehicle_type,vehicle_manoeuvre,junction_location,skidding_and_overturning,hit_object_in_carriageway,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_of_vehicle,driver_home_area_type,casualty_class,sex_of_casualty,age_of_casualty,casualty_severity
Motorcycle ,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,17,1,Urban area,Driver or rider,Male,17,Died
Car,Turning right,Approaching junction or waiting,Skidded,Other object,Other,Male,34,8,Urban area,Driver or rider,Male,34,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Male,22,10,Urban area,Driver or rider,Male,22,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Female,40,7,Rural,Driver or rider,Male,22,survived
Car,Reversing,Mid Junction ,Skidded,Other object,Other,Male,49,7,Rural,Driver or rider,Male,49,survived
Car,Reversing,Leaving main road,Skidded,Kerb,from home,Male,69,10,Urban area,Passenger,Female,11,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,20,7,unknown,Driver or rider,Male,26,survived
Car,Turning left,Mid Junction ,Skidded,Other object,Other,Male,31,7,Urban area,Driver or rider,Female,23,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,52,2,Rural,Driver or rider,Male,53,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,45,1,Rural,Passenger,Female,46,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,22,11,Small town,Driver or rider,Male,45,Died
Car,Reversing,Leaving main road,Skidded,Other object,Other,Female,29,9,Small town,Passenger,Female,20,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Female,54,survived
Car,Slowing or stopping,Entering from slip road,Skidded,Other object,Other,Male,20,8,Small town,Driver or rider,Male,53,survived
Pedal cycle,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,34,7,Urban area,Driver or rider,Male,34,Died
Goods ,Turning right,Leaving main road,Skidded,Other object,Journey as part of work,Male,45,8,Urban area,Driver or rider,Male,33,Died
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,28,9,Urban area,Driver or rider,Male,28,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,55,7,Urban area,Driver or rider,Male,55,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,28,8,unknown,Driver or rider,Male,44,survived
Car,Reversing,Cleared junction or waiting,Skidded,Other object,Other,Male,30,15,Urban area,Driver or rider,Male,31,Died
Car,Reversing,Cleared junction or waiting,Skidded,Other object,from work,Male,21,10,Urban area,Passenger,Female,16,survived
Taxi,Turning right,Entering from slip road,Skidded,Other object,Journey as part of work,Male,19,6,Urban area,Pedestrian,Female,25,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Male,71,7,Urban area,Driver or rider,Male,71,survived
Car,Slowing or stopping,Mid Junction ,Skidded,Other object,Other,Male,73,2,Urban area,Driver or rider,Male,73,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,31,14,Urban area,Driver or rider,Female,22,survived
Car,Turning right,Approaching junction or waiting,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,19,survived
Car,Reversing,Approaching junction or waiting,Skidded,Other object,Other,Female,28,6,unknown,Passenger,Male,21,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Male,51,3,Urban area,Passenger,Female,57,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Female,73,7,Small town,Passenger,Female,34,survived
Bus,Reversing,Leaving main road,Skidded,Other object,Other,Male,58,3,Urban area,Passenger,Female,72,survived
Pedal cycle,Turning right,Leaving main road,Skidded,Other object,Other,Male,14,7,Urban area,Driver or rider,Male,14,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,32,11,Small town,Passenger,Female,53,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Female,35,4,Urban area,Driver or rider,Male,51,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Female,43,1,Urban area,Passenger,Female,43,survived
Car,Reversing,Leaving roundabout,Skidded,Bollard or refuge,Other,Female,34,7,Urban area,Passenger,Male,6,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,65,2,Small town,Driver or rider,Male,34,survived
Car,Moving off,Approaching junction or waiting,Skidded,Other object,Other,Female,38,7,unknown,Driver or rider,Female,47,survived
Car,Moving off,Cleared junction or waiting,Skidded,Other object,from work,Male,29,14,Urban area,Passenger,Female,34,survived
Car,Waiting to turn left,Approaching junction or waiting,Skidded,Other object,Other,Female,23,7,Urban area,Driver or rider,Female,23,survived
Goods ,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,48,1,Rural,Driver or rider,Male,48,survived
Van ,Turning left,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,32,3,Urban area,Driver or rider,Male,32,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,68,7,Rural,Passenger,Female,57,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,58,5,Rural,Driver or rider,Male,50,survived
Car,Turning right,Leaving main road,Skidded,Other object,Journey as part of work,Male,35,1,Rural,Driver or rider,Male,56,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,53,8,Urban area,Driver or rider,Male,53,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Female,47,3,Urban area,Driver or rider,Male,67,survived
Car,Turning left,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Female,19,10,Urban area,Driver or rider,Female,52,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Male,30,15,Urban area,Passenger,Female,30,survived
Car,Going ahead other,Leaving roundabout,Overturned,Other object,Other,Male,33,9,Rural,Passenger,Female,55,Died
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Male,60,1,Urban area,Driver or rider,Female,75,survived
Bus,Reversing,Leaving main road,Skidded,Other object,Journey as part of work,Male,54,14,Urban area,Passenger,Female,15,survived
Bus,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,from school,Male,63,23,Urban area,Passenger,Male,16,survived
Car,Reversing,Leaving main road,Skidded ,Kerb,Other,Male,17,7,Small town,Passenger,Male,17,survived
Goods ,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,60,7,Small town,Driver or rider,Male,27,survived
Car,Reversing,Leaving main road,Skidded ,Kerb,Journey as part of work,Male,22,1,Urban area,Driver or rider,Male,22,survived
Van ,Going ahead other,Mid Junction ,Skidded,Other object,Journey as part of work,Male,21,7,Urban area,Driver or rider,Male,21,survived
Car,Turning right,Leaving main road,Skidded,Kerb,Other,Male,50,12,Rural,Driver or rider,Male,50,survived
Pedal cycle,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,36,7,Urban area,Driver or rider,Male,36,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Female,79,18,Rural,Driver or rider,Female,55,survived
Bus,Going ahead other,Mid Junction ,Skidded,Other object,Journey as part of work,Male,30,2,Urban area,Passenger,Female,83,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,67,2,unknown,Driver or rider,Male,35,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Male,38,15,Rural,Driver or rider,Male,35,survived
Car,Turning right,Approaching junction or waiting,Skidded,Other object,Other,Female,40,7,Urban area,Driver or rider,Female,31,Died
Car,Moving off,Mid Junction ,Skidded,Other object,Journey as part of work,Male,26,7,Urban area,Driver or rider,Male,53,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,29,Died
Car,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Female,20,3,Urban area,Driver or rider,Male,45,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Male,44,13,Rural,Driver or rider,Female,47,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Journey as part of work,Male,65,6,Urban area,Passenger,Male,28,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,41,9,Urban area,Pedestrian,Male,11,Died
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Female,22,10,Small town,Driver or rider,Female,22,survived
Motorcycle ,Overtaking ,Mid Junction ,Skidded,Other object,Other,Male,32,7,Urban area,Driver or rider,Male,32,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,40,1,Urban area,Driver or rider,Female,24,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,21,11,Urban area,Driver or rider,Female,22,Died
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,30,2,Urban area,Pedestrian,Male,50,survived
Car,Turning left,Leaving main road,Skidded,Other object,Journey as part of work,Male,38,2,unknown,Driver or rider,Male,47,survived
Pedal cycle,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,64,7,Urban area,Driver or rider,Male,64,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,40,8,Urban area,Driver or rider,Female,40,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,31,3,Urban area,Driver or rider,Female,38,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,25,10,unknown,Driver or rider,Male,25,survived
Motorcycle ,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,17,9,Urban area,Driver or rider,Male,17,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,54,2,Urban area,Passenger,Male,18,Died
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,38,7,Rural,Driver or rider,Male,27,survived
Car,Turning right,Cleared junction or waiting,Skidded,Other object,Other,Male,38,7,unknown,Pedestrian,Female,50,survived
Car,Slowing or stopping,Mid Junction ,Skidded,Other object,Journey as part of work,Male,50,2,Urban area,Passenger,Male,8,survived
Taxi,Going ahead other,Mid Junction ,Skidded,Other object,Journey as part of work,Male,42,6,Urban area,Passenger,Female,20,Died
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Journey as part of work,Male,38,7,Urban area,Passenger,Female,49,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,35,5,Urban area,Driver or rider,Male,35,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,from work,Female,46,7,Urban area,Driver or rider,Female,46,survived
Van ,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,44,2,Small town,Driver or rider,Female,54,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,24,2,Urban area,Driver or rider,Male,38,Died
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Female,30,11,unknown,Driver or rider,Female,18,survived
Car,Turning left,Approaching junction or waiting,Skidded,Other object,Other,Female,50,1,Urban area,Passenger,Female,18,survived
Pedal cycle,Going ahead other,Entering from slip road,Skidded,Other object,Other,Male,39,7,unknown,Driver or rider,Male,39,Died
Van ,Turning right,Leaving main road,Skidded,Other object,Journey as part of work,Male,38,7,unknown,Driver or rider,Male,56,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,35,7,Urban area,Driver or rider,Male,35,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,17,10,Rural,Passenger,Male,17,Died
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,34,4,Urban area,Driver or rider,Female,32,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,40,7,unknown,Passenger,Female,20,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,21,3,Rural,Driver or rider,Female,20,Died
Car,Slowing or stopping,Cleared junction or waiting,Skidded,Other object,Other,Female,43,8,Urban area,Driver or rider,Male,35,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,38,10,unknown,Driver or rider,Male,21,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,70,7,Urban area,Passenger,Female,69,Died
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,49,21,Rural,Driver or rider,Male,49,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,41,5,Urban area,Driver or rider,Male,41,survived
Car,Moving off,Leaving main road,Skidded,Other object,from work,Male,32,7,Small town,Driver or rider,Male,49,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,23,7,Rural,Passenger,Male,24,survived
Car,Parked,Leaving main road,Skidded,Other object,Journey as part of work,Male,41,3,Urban area,Passenger,Male,32,survived
Pedal cycle,Going ahead other,Leaving main road,Skidded,Parked vehicle,Other,Male,53,7,unknown,Driver or rider,Male,53,Died
Motorcycle ,Turning right,Leaving main road,Overturned,Other object,Other,Male,48,12,unknown,Driver or rider,Male,48,Died
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Female,46,12,Urban area,Pedestrian,Male,11,survived
Car,Turning right,Cleared junction or waiting,Skidded,Other object,Other,Male,38,7,unknown,Pedestrian,Female,14,survived
Car,Turning left,Mid Junction ,Skidded,Other object,Other,Male,37,8,Urban area,Driver or rider,Female,25,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Female,71,9,Rural,Driver or rider,Female,71,survived
Car,Reversing,Cleared junction or waiting,Skidded,Other object,Other,Male,19,11,Small town,Driver or rider,Male,19,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,43,7,unknown,Pedestrian,Female,85,Died
Car,Waiting to go ,Leaving main road,Skidded,Other object,Journey as part of work,Male,40,6,Urban area,Driver or rider,Male,40,survived
Car,Turning left,Mid Junction ,Skidded,Other object,Other,Female,20,15,Urban area,Driver or rider,Female,25,survived
Car,Reversing,Leaving main road,Skidded,Kerb,Other,Male,32,8,Urban area,Driver or rider,Male,32,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,55,1,Urban area,Passenger,Female,52,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,45,7,Urban area,Driver or rider,Male,45,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,39,1,Urban area,Driver or rider,Female,20,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,21,16,Urban area,Passenger,Female,26,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,41,2,unknown,Passenger,Male,35,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,19,18,Urban area,Passenger,Male,19,survived
Minibus,Turning left,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,58,7,Urban area,Passenger,Female,7,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,18,2,Urban area,Driver or rider,Female,55,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Female,45,12,Urban area,Passenger,Female,22,survived
Car,Waiting to go ,Mid Junction ,Skidded,Other object,Other,Female,21,7,Urban area,Passenger,Female,4,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,34,7,Urban area,Passenger,Female,5,survived
Car,Parked,Approaching junction or waiting,Skidded,Other object,Other,Male,42,14,Urban area,Driver or rider,Female,47,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,26,5,Small town,Driver or rider,Female,26,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Male,45,7,Urban area,Driver or rider,Female,48,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,34,6,unknown,Driver or rider,Female,34,survived
Car,Waiting to go ,Leaving main road,Skidded,Other object,Other,Male,18,7,Small town,Driver or rider,Male,18,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,35,14,Urban area,Driver or rider,Female,17,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,28,survived
Goods ,Turning right,Leaving main road,Skidded,Other object,Journey as part of work,Male,38,11,Urban area,Driver or rider,Female,34,survived
Car,Turning left,Mid Junction ,Skidded,Other object,Other,Male,66,7,Urban area,Driver or rider,Male,58,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,46,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,22,13,Rural,Driver or rider,Male,44,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,27,3,Urban area,Passenger,Male,24,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,84,11,Urban area,Driver or rider,Female,20,survived
Car,Reversing,Leaving main road,Skidded ,Other object,from work,Female,19,7,Rural,Driver or rider,Female,19,survived
Motorcycle ,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,36,5,unknown,Driver or rider,Male,36,survived
Car,Turning left,Cleared junction or waiting,Skidded,Other object,Other,Female,56,8,Small town,Driver or rider,Male,21,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,50,5,Urban area,Passenger,Male,21,survived
Goods ,Turning right,Mid Junction ,Skidded,Other object,Journey as part of work,Male,50,3,Urban area,Passenger,Female,25,survived
Car,Parked,Leaving main road,Skidded,Other object,Other,Male,53,16,Urban area,Driver or rider,Female,66,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,48,survived
Motorcycle ,Overtaking ,Leaving main road,Skidded,Other object,Other,Male,18,7,Urban area,Driver or rider,Male,18,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,from work,Male,54,13,Urban area,Passenger,Female,24,survived
Car,Going ahead other,Approaching junction or waiting,Skidded ,Other object,from home,Female,40,7,Urban area,Driver or rider,Female,40,survived
Car,Slowing or stopping,Leaving roundabout,Skidded,Other object,Other,Female,38,7,Small town,Driver or rider,Male,59,survived
Pedal cycle,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Female,43,7,Urban area,Driver or rider,Female,43,survived
Car,Reversing,Leaving main road,Skidded,Other object,Other,Male,18,13,Small town,Driver or rider,Male,24,survived
Van ,Parked,Leaving main road,Skidded,Other object,Journey as part of work,Male,38,7,Urban area,Pedestrian,Male,38,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,24,11,Urban area,Passenger,Male,4,survived
Motorcycle ,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,16,2,Urban area,Driver or rider,Male,16,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,38,7,unknown,Pedestrian,Female,75,survived
Car,Going ahead other,Cleared junction or waiting,Skidded,Other object,Other,Female,39,7,Urban area,Driver or rider,Male,33,survived
Motorcycle ,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,36,4,unknown,Driver or rider,Male,36,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,32,13,Urban area,Driver or rider,Male,32,survived
Taxi,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,55,4,Urban area,Passenger,Female,21,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,38,6,unknown,Driver or rider,Male,34,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,61,6,Urban area,Pedestrian,Male,19,survived
Van ,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,56,7,Urban area,Driver or rider,Male,56,survived
Car,Reversing,Leaving main road,Skidded,Other object,from work,Male,18,7,Urban area,Driver or rider,Male,18,survived
Motorcycle ,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,32,7,Urban area,Driver or rider,Male,32,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Female,19,8,Urban area,Passenger,Female,32,survived
Car,Turning left,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Female,58,8,Urban area,Driver or rider,Female,58,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Female,32,7,unknown,Driver or rider,Female,32,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,23,9,unknown,Driver or rider,Female,45,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,20,8,Rural,Pedestrian,Female,19,Died
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Male,34,12,Urban area,Pedestrian,Male,28,survived
Car,Reversing,Leaving roundabout,Skidded,Other object,Other,Male,38,7,unknown,Pedestrian,Male,65,survived
Car,Moving off,Leaving main road,Skidded,Other object,Other,Male,32,13,Urban area,Driver or rider,Female,31,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Male,24,7,Urban area,Driver or rider,Male,44,survived
Motorcycle ,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,42,7,Rural,Passenger,Male,31,survived
Bus,Moving off,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,59,7,unknown,Pedestrian,Male,20,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,52,2,Urban area,Driver or rider,Female,35,survived
Taxi,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,44,1,Urban area,Driver or rider,Female,39,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,37,12,Urban area,Driver or rider,Female,17,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,22,18,Urban area,Driver or rider,Male,22,survived
Motorcycle ,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,54,3,Urban area,Driver or rider,Male,54,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Male,42,7,Urban area,Passenger,Male,35,survived
Car,Moving off,Approaching junction or waiting,Skidded,Other object,Other,Male,20,6,Urban area,Driver or rider,Female,52,survived
Car,Moving off,Mid Junction ,Skidded,Other object,Other,Male,38,13,unknown,Passenger,Female,14,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,from work,Female,22,12,Urban area,Driver or rider,Female,22,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,35,10,Urban area,Passenger,Male,35,survived
Pedal cycle,Overtaking ,Mid Junction ,Skidded,Other object,Other,Male,16,7,Urban area,Driver or rider,Male,16,survived
Car,Reversing,Mid Junction ,Skidded,Other object,Other,Male,27,6,Urban area,Passenger,Male,50,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,77,10,Rural,Driver or rider,Female,77,survived
Car,Slowing or stopping,Leaving main road,Skidded,Other object,Other,Female,31,7,Urban area,Driver or rider,Female,31,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,23,4,Urban area,Passenger,Female,50,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,21,9,Urban area,Passenger,Male,23,survived
Car,Waiting to turn left,Approaching junction or waiting,Skidded,Other object,Other,Male,35,6,Urban area,Passenger,Male,20,survived
Bus,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,48,8,unknown,Passenger,Female,60,survived
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Male,73,10,Urban area,Passenger,Female,46,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,60,6,Urban area,Driver or rider,Male,31,Died
Car,Reversing,Leaving main road,Skidded,Other object,Other,Female,32,11,Urban area,Driver or rider,Female,32,survived
Agricultural vehicle,Turning left,Leaving main road,Skidded,Other object,from work,Male,63,7,Rural,Driver or rider,Female,43,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Female,34,4,Urban area,Driver or rider,Male,40,survived
Car,Turning right,Mid Junction ,Skidded,Other object,Other,Female,20,3,unknown,Pedestrian,Male,44,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Female,20,10,Rural,Passenger,Male,23,Died
Car,Waiting to go ,Approaching junction or waiting,Skidded,Other object,Other,Male,42,4,Urban area,Passenger,Female,57,survived
Car,Parked,Approaching junction or waiting,Skidded,Other object,Other,Female,37,8,Urban area,Driver or rider,Female,40,survived
Car,Slowing or stopping,Approaching junction or waiting,Skidded,Other object,Other,Male,26,7,Urban area,Passenger,Male,23,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,29,4,Urban area,Pedestrian,Male,19,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Male,62,8,Urban area,Driver or rider,Male,60,survived
Car,Going ahead other,Mid Junction ,Skidded ,Other object,Other,Male,33,17,Urban area,Driver or rider,Male,42,survived
Motorcycle ,Slowing or stopping,Leaving main road,Skidded ,Other object,from work,Male,31,1,Urban area,Driver or rider,Male,31,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,7,Urban area,Driver or rider,Male,38,Died
Car,Going ahead other,Leaving main road,Skidded,Other object,from work,Male,45,14,Urban area,Passenger,Female,39,Died
Car,Reversing,Mid Junction ,Skidded,Other object,Journey as part of work,Male,43,5,Urban area,Driver or rider,Female,54,Died
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Female,34,8,Urban area,Driver or rider,Female,34,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,from work,Female,26,7,Urban area,Driver or rider,Female,26,survived
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,18,7,Urban area,Passenger,Female,20,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,42,6,Urban area,Passenger,Male,3,survived
Goods ,Slowing or stopping,Leaving main road,Skidded,Other object,Journey as part of work,Male,52,7,unknown,Passenger,Female,78,survived
Car,Reversing,Mid Junction ,Overturned,Other object,Other,Female,33,9,Urban area,Driver or rider,Female,33,survived
Van ,Slowing or stopping,Leaving main road,Skidded,Other object,from work,Male,61,5,Urban area,Driver or rider,Male,61,survived
Goods ,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,36,8,Urban area,Passenger,Female,23,Died
Car,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,68,6,Rural,Driver or rider,Male,68,survived
Car,Reversing,Leaving main road,Skidded,Parked vehicle,Other,Male,70,7,Rural,Passenger,Female,32,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,19,7,Urban area,Passenger,Male,19,survived
Pedal cycle,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,28,7,Urban area,Driver or rider,Male,28,survived
Van ,Turning right,Leaving main road,Skidded,Other object,Other,Male,31,4,Urban area,Driver or rider,Male,62,survived
Car,Turning right,Leaving main road,Skidded,Other object,Other,Male,71,9,Urban area,Driver or rider,Male,19,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Journey as part of work,Male,67,1,Urban area,Driver or rider,Male,67,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,48,8,Urban area,Driver or rider,Female,48,survived
Car,Turning left,Leaving main road,Skidded,Other object,Other,Female,64,2,Urban area,Driver or rider,Male,68,survived
Car,Parked,Leaving main road,Skidded,Other object,Other,Male,37,15,Urban area,Driver or rider,Male,78,survived
Taxi,Reversing,Approaching junction or waiting,Skidded,Other object,Journey as part of work,Male,57,2,Urban area,Pedestrian,Male,47,survived
Car,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,41,4,Urban area,Driver or rider,Male,41,survived
Car,Turning right,Cleared junction or waiting,Skidded,Other object,from work,Male,35,7,Small town,Pedestrian,Male,4,survived
Goods ,Turning right,Leaving main road,Skidded,Other object,Journey as part of work,Male,31,7,unknown,Driver or rider,Female,32,survived
Car,Going ahead other,Leaving main road,Skidded,Other object,Other,Female,30,3,unknown,Driver or rider,Male,33,survived
Agricultural vehicle,Going ahead other,Mid Junction ,Skidded,Other object,Other,Male,38,7,unknown,Driver or rider,Male,33,survived
Motorcycle ,Going ahead other,Mid Junction ,Skidded,Other object,from work,Male,19,2,Small town,Driver or rider,Male,19,survived
Pedal cycle,Going ahead other,Leaving main road,Skidded,Other object,Other,Male,38,7,Urban area,Driver or rider,Male,35,survived
Pedal cycle,Going ahead other,Approaching junction or waiting,Skidded,Other object,Other,Male,25,7,Urban area,Pedestrian,Male,15,survived
